PACKAGE_KEY,MOST_IDLE,MAX_WAIT,IDLE_COUNT,APPLICATION,LONGEST_WAIT,TIMEOUTS,LAST_ACCESS,MOST_ACTIVE,MAX_ACTIVE,MAX_IDLE,ACTIVE_COUNT,FACTOR_LOAD
1:SHARED,4,2,0,,0,0,2019-04-20T18:07:28.253,6,7,7,6,0.085714285714286
1:SHARED,4,2,0,,0,0,2019-04-20T18:07:34.255,6,7,7,6,0.085714285714286
1:SHARED,4,2,0,,0,0,2019-04-20T18:07:40.257,6,7,7,6,0.085714285714286
1:SHARED,4,2,0,,0,0,2019-04-20T18:07:46.258,6,7,7,6,0.085714285714286
1:SHARED,4,2,0,,0,0,2019-04-20T18:07:52.259,6,7,7,6,0.085714285714286
1:SHARED,4,2,0,,0,0,2019-04-20T18:07:58.260,6,7,7,6,0.085714285714286
1:SHARED,4,2,0,,0,0,2019-04-20T18:08:04.262,6,7,7,6,0.085714285714286
1:SHARED,4,2,0,,0,0,2019-04-20T18:08:10.263,6,7,7,6,0.085714285714286
1:SHARED,4,2,0,,0,0,2019-04-20T18:08:16.263,6,7,7,6,0.085714285714286
1:SHARED,4,2,0,,0,0,2019-04-20T18:08:22.264,6,7,7,6,0.085714285714286
1:SHARED,4,2,0,,0,0,2019-04-20T18:08:28.265,6,7,7,6,0.085714285714286
1:SHARED,4,2,0,,0,0,2019-04-20T18:08:34.266,6,7,7,6,0.085714285714286
1:SHARED,4,2,2,,0,0,2019-04-20T18:08:40.217,6,7,7,4,0.057142857142857
1:SHARED,4,2,6,,0,0,2019-04-20T18:08:40.217,6,7,7,0,0
1:SHARED,4,2,6,,0,0,2019-04-20T18:08:40.217,6,7,7,0,0
1:SHARED,0,2,0,,0,0,2019-04-20T18:09:28.145,6,7,7,6,0.085714285714286
1:SHARED,3,2,0,,0,0,2019-04-20T18:09:34.147,6,7,7,6,0.085714285714286
1:SHARED,4,2,0,,0,0,2019-04-20T18:09:40.148,6,7,7,6,0.085714285714286
1:SHARED,4,2,0,,0,0,2019-04-20T18:09:46.150,6,7,7,6,0.085714285714286
1:SHARED,4,2,0,,0,0,2019-04-20T18:09:52.151,6,7,7,6,0.085714285714286
1:SHARED,5,2,0,,0,0,2019-04-20T18:09:58.153,6,7,7,6,0.085714285714286
1:SHARED,5,2,0,,0,0,2019-04-20T18:10:04.155,6,7,7,6,0.085714285714286
1:SHARED,5,2,0,,0,0,2019-04-20T18:10:10.156,6,7,7,6,0.085714285714286
1:SHARED,5,2,4,,0,0,2019-04-20T18:10:16.126,6,7,7,2,0.028571428571429
1:SHARED,5,2,6,,0,0,2019-04-20T18:10:16.126,6,7,7,0,0
1:SHARED,0,2,0,,0,0,2019-04-20T18:10:47.508,6,7,7,6,0.085714285714286
1:SHARED,3,2,0,,0,0,2019-04-20T18:10:53.509,6,7,7,6,0.085714285714286
1:SHARED,4,2,0,,0,0,2019-04-20T18:10:59.510,6,7,7,6,0.085714285714286
1:SHARED,4,2,4,,0,0,2019-04-20T18:11:05.469,6,7,7,2,0.028571428571429
1:SHARED,0,2,0,,0,7,2019-04-20T18:11:51.392,7,7,7,7,0.2
1:SHARED,0,2,7,,0,13,2019-04-20T18:11:51.392,7,7,7,0,0.185714285714286
1:SHARED,0,2,7,,0,13,2019-04-20T18:11:51.392,7,7,7,0,0.185714285714286
1:SHARED,0,2,7,,0,13,2019-04-20T18:11:51.392,7,7,7,0,0.185714285714286
1:SHARED,0,2,0,,0,0,2019-04-20T18:12:23.766,7,7,7,7,0.1
1:SHARED,0,2,7,,0,13,2019-04-20T18:12:23.766,7,7,7,0,0.185714285714286
1:SHARED,0,2,0,,0,23,2019-04-20T18:12:52.388,7,7,7,7,0.428571428571429
1:SHARED,4,2,0,,1,63,2019-04-20T18:12:58.392,7,7,7,7,1
1:SHARED,0,2,0,,0,33,2019-04-20T18:13:23.027,7,7,7,7,0.571428571428571
,,,,,,,,,,,,#DIV/0!
1:SHARED,0,2,0,,0,0,2019-04-20T20:41:33.047,6,7,7,6,0.085714285714286
1:SHARED,4,2,0,,0,0,2019-04-20T20:41:39.049,6,7,7,6,0.085714285714286
1:SHARED,4,2,0,,0,0,2019-04-20T20:41:45.050,6,7,7,6,0.085714285714286
1:SHARED,4,2,0,,0,0,2019-04-20T20:41:51.051,6,7,7,6,0.085714285714286
1:SHARED,4,2,0,,0,0,2019-04-20T20:41:57.052,6,7,7,6,0.085714285714286
1:SHARED,4,2,0,,0,0,2019-04-20T20:42:03.053,6,7,7,6,0.085714285714286
1:SHARED,4,2,0,,0,0,2019-04-20T20:42:09.055,6,7,7,6,0.085714285714286
1:SHARED,0,2,0,,0,0,,0,7,7,0,0
1:SHARED,0,2,0,,0,0,,0,7,7,0,0
1:SHARED,0,2,0,,0,0,,0,7,7,0,0
1:SHARED,0,2,0,,0,0,,0,7,7,0,0
1:SHARED,0,2,0,,0,0,,0,7,7,0,0
1:SHARED,0,2,0,,0,0,,0,3,3,0,0
1:SHARED,0,2,0,,0,0,,0,3,3,0,0
1:SHARED,0,2,0,,0,3,2019-04-21T13:53:57.562,3,3,3,3,0.2
1:SHARED,2,2,0,,1,11,2019-04-21T13:54:03.570,3,3,3,3,0.466666666666667
1:SHARED,2,2,0,,1,19,2019-04-21T13:54:09.574,3,3,3,3,0.733333333333333
1:SHARED,2,2,0,,1,26,2019-04-21T13:54:15.579,3,3,3,3,0.966666666666666
1:SHARED,2,2,0,,1,33,2019-04-21T13:54:21.584,3,3,3,3,1.2
1:SHARED,0,2,0,,0,0,,0,3,3,0,0
1:SHARED,0,2,0,,0,0,,0,3,3,0,0
1:SHARED,0,2,0,,0,0,,0,3,3,0,0
1:SHARED,0,2,0,,0,0,,0,3,3,0,0
1:SHARED,0,2,0,,0,0,,0,3,3,0,0
1:SHARED,0,2,0,,0,0,,0,3,3,0,0
1:SHARED,0,2,0,,0,0,,0,3,3,0,0
1:SHARED,0,2,0,,0,0,2019-04-21T14:53:39.154,3,3,3,3,0.1
1:SHARED,0,2,0,,1,6,2019-04-21T14:53:45.165,3,3,3,3,0.3
1:SHARED,0,2,0,,1,12,2019-04-21T14:53:51.169,3,3,3,3,0.5
1:SHARED,1,2,0,,1,19,2019-04-21T14:53:57.174,3,3,3,3,0.733333333333333
1:SHARED,1,2,0,,1,25,2019-04-21T14:54:03.172,3,3,3,3,0.933333333333333
1:SHARED,1,2,0,,1,31,2019-04-21T14:54:09.172,3,3,3,3,1.13333333333333
1:SHARED,1,2,0,,1,37,2019-04-21T14:54:15.173,3,3,3,3,1.33333333333333
1:SHARED,1,2,0,,1,43,2019-04-21T14:54:21.174,3,3,3,3,1.53333333333333
1:SHARED,1,2,0,,1,49,2019-04-21T14:54:27.174,3,3,3,3,1.73333333333333
1:SHARED,1,2,0,,1,55,2019-04-21T14:54:33.175,3,3,3,3,1.93333333333333
1:SHARED,1,2,0,,1,61,2019-04-21T14:54:39.176,3,3,3,3,2.13333333333333
1:SHARED,1,2,0,,1,67,2019-04-21T14:54:45.177,3,3,3,3,2.33333333333333
1:SHARED,1,2,0,,1,74,2019-04-21T14:54:51.182,3,3,3,3,2.56666666666667
1:SHARED,1,2,0,,1,80,2019-04-21T14:54:57.178,3,3,3,3,2.76666666666667
1:SHARED,1,2,0,,1,87,2019-04-21T14:55:03.182,3,3,3,3,3
1:SHARED,1,2,0,,1,93,2019-04-21T14:55:09.180,3,3,3,3,3.2
1:SHARED,1,2,0,,1,99,2019-04-21T14:55:15.180,3,3,3,3,3.4
1:SHARED,1,2,0,,1,105,2019-04-21T14:55:21.181,3,3,3,3,3.6
1:SHARED,2,2,0,,1,112,2019-04-21T14:55:27.186,3,3,3,3,3.83333333333333
1:SHARED,2,2,0,,1,118,2019-04-21T14:55:33.183,3,3,3,3,4.03333333333333
1:SHARED,2,2,0,,1,124,2019-04-21T14:55:39.184,3,3,3,3,4.23333333333333
1:SHARED,2,2,0,,1,130,2019-04-21T14:55:45.185,3,3,3,3,4.43333333333333
1:SHARED,2,2,3,,1,134,2019-04-21T14:55:47.186,3,3,3,0,4.46666666666667
1:SHARED,2,2,3,,1,134,2019-04-21T14:55:47.186,3,3,3,0,4.46666666666667
1:SHARED,2,2,3,,1,134,2019-04-21T14:55:47.186,3,3,3,0,4.46666666666667

1:SHARED,0,2,0,,0,0,2019-04-21T15:21:06.952,3,3,3,3,0.0
1:SHARED,0,2,0,,1,6,2019-04-21T15:21:12.925,3,3,3,3,0.0
1:SHARED,0,2,0,,1,12,2019-04-21T15:21:18.926,3,3,3,3,0.0
1:SHARED,0,2,0,,1,18,2019-04-21T15:21:24.926,3,3,3,3,0.0
1:SHARED,0,2,0,,1,24,2019-04-21T15:21:30.927,3,3,3,3,0.0
1:SHARED,0,2,0,,1,31,2019-04-21T15:21:36.933,3,3,3,3,1.0
1:SHARED,0,2,0,,1,37,2019-04-21T15:21:42.929,3,3,3,3,1.0
1:SHARED,0,2,0,,1,43,2019-04-21T15:21:48.930,3,3,3,3,1.0
1:SHARED,0,2,0,,1,50,2019-04-21T15:21:54.937,3,3,3,3,1.0
1:SHARED,0,2,0,,1,56,2019-04-21T15:22:00.935,3,3,3,3,1.0
1:SHARED,1,2,0,,1,63,2019-04-21T15:22:06.944,3,3,3,3,2.0
1:SHARED,1,2,0,,1,69,2019-04-21T15:22:12.935,3,3,3,3,2.0
1:SHARED,1,2,0,,2,75,2019-04-21T15:22:18.936,3,3,3,3,2.0
1:SHARED,1,2,0,,2,81,2019-04-21T15:22:24.937,3,3,3,3,2.0
1:SHARED,1,2,0,,2,88,2019-04-21T15:22:30.940,3,3,3,3,3.0
1:SHARED,1,2,0,,2,95,2019-04-21T15:22:36.944,3,3,3,3,3.0
1:SHARED,1,2,0,,2,101,2019-04-21T15:22:42.940,3,3,3,3,3.0
1:SHARED,2,2,0,,2,108,2019-04-21T15:22:48.945,3,3,3,3,3.0
1:SHARED,2,2,0,,2,115,2019-04-21T15:22:54.945,3,3,3,3,3.0
1:SHARED,2,2,0,,2,122,2019-04-21T15:23:00.943,3,3,3,3,4.0
1:SHARED,2,2,0,,2,130,2019-04-21T15:23:06.945,3,3,3,3,4.0
1:SHARED,2,2,2,,2,136,2019-04-21T15:23:10.948,3,3,3,1,4.0
1:SHARED,2,2,3,,2,136,2019-04-21T15:23:10.948,3,3,3,0,4.0
1:SHARED,2,2,3,,2,136,2019-04-21T15:23:10.948,3,3,3,0,4.0
1:SHARED,2,2,3,,2,136,2019-04-21T15:23:10.948,3,3,3,0,4.0
1:SHARED,0,2,0,,0,3,2019-04-21T15:31:13.399,3,3,3,3,0.0
1:SHARED,0,2,0,,1,9,2019-04-21T15:31:19.363,3,3,3,3,0.0
1:SHARED,2,2,0,,1,16,2019-04-21T15:31:25.371,3,3,3,3,0.0
1:SHARED,2,2,0,,1,22,2019-04-21T15:31:31.363,3,3,3,3,0.0
1:SHARED,2,2,0,,1,28,2019-04-21T15:31:37.365,3,3,3,3,1.0
1:SHARED,2,2,0,,1,34,2019-04-21T15:31:43.365,3,3,3,3,1.0
1:SHARED,2,2,0,,1,40,2019-04-21T15:31:49.367,3,3,3,3,1.0
1:SHARED,2,2,0,,1,46,2019-04-21T15:31:55.367,3,3,3,3,1.0
1:SHARED,2,2,0,,1,52,2019-04-21T15:32:01.368,3,3,3,3,1.0
1:SHARED,2,2,0,,1,60,2019-04-21T15:32:07.375,3,3,3,3,2.0
1:SHARED,2,2,0,,1,70,2019-04-21T15:32:13.378,3,3,3,3,2.0
1:SHARED,2,2,0,,2,80,2019-04-21T15:32:19.382,3,3,3,3,2.0
1:SHARED,2,2,0,,2,90,2019-04-21T15:32:25.385,3,3,3,3,3.0
